,left_context,right_context,value,Area,Theme Converted Areas,IGNORE_THIS,group,new_group,the_cutoff,SUMMARIZING_QUESTION,OVERALL PROGRESS,SUMMARIZING_RATIO,NUMBER OF ROWS,NUMBER UN-SUMMARIZED,,
16457,"ORGANIZATION INFORMATION Please review your organization information below, including key contact information, mission and vision, and other noted items. If any updates need to be made, click on 'Organizations' in the left-hand side navigation bar to access your organization profile and make changes there.",,Mission,What You Do,What the Organization Does,,1285,,0.44,&&&,,,,,,
16458,,,MISSION,What You Do,What the Organization Does,,1285,,0.44,&&&,,,,,,
16459,,,Organization mission,What You Do,What the Organization Does,,1285,,0.44,&&&,,,,,,
16460,,,Mission Statement,What You Do,What the Organization Does,,1286,,0.44,&&&,,,,,,
16461,,,MISSION STATEMENT,What You Do,What the Organization Does,,1286,,0.44,&&&,,,,,,
16462,,,Mission Statement Vision Statement,What You Do,What the Organization Does,,1286,,0.44,&&&,,,,,,
16463,,,"Mission Statement and
Background",What You Do,What the Organization Does,,1286,,0.44,&&&,,,,,,
16464,,,Your organization’s mission statement,What You Do,What the Organization Does,,1287,,0.44,&&&,,,,,,
16465,,,ORGANIZATION MISSION STATEMENT,What You Do,What the Organization Does,,1287,,0.44,&&&,,,,,,
16466,,,Organization's Mission Statement,What You Do,What the Organization Does,,1287,,0.44,&&&,,,,,,
16467,,,Organization Mission Statement,What You Do,What the Organization Does,,1287,,0.44,&&&,,,,,,
16468,,,Organization's mission statement,What You Do,What the Organization Does,,1287,,0.44,&&&,,,,,,
16518,,,"Please expand on the proposed project's level of alignment with your organization,
its mission, and/or strategic plan (if applicable)",What You Do,What the Organization Does,,1312,,0.44,&&&,,,,,,
17862,PROFILE OF YOUR ORGANIZATION,"Include organization's mission/purpose, track record, age of the organization, ongoing programs/projects/activities etc.",Organization Overview:,What You Do,What the Organization Does,,1819,,0.44,&&&,,,,,,
14439,,,"What does your current donor base look like?

    a.  % Major individual donors

    b.  % Churches

    c.  % Foundations

    d.  % Others",Partnership and Community,Collaborative Partnerships and Community Support,,98,,0.44,"Provide information about your donor base, including the following:
*Current ratios/constraints
*Key donors
*Donor percentages (breakdown by major individual donors, churches, foundations, and others)",,,,,,
14440,,,What does your current donor base look like,Partnership and Community,Collaborative Partnerships and Community Support,,98,,0.44,,,,,,,
14441,,,"What Ratios/Constraints Do You Have, Including Key Donors","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,99,,0.44,,,,,,,
14442,Is Your Funding Restricted/Unrestricted?,,"What Ratios/Constraints Do You Have, Including Key Donors?","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,99,,0.44,,,,,,,
14445,,,Describe your financial health,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,102,,0.44,"Provide the following information in regard to company finances and the application period:
*Financial management structure (people/processes to facilitate proper resource management)
*Governmental funds received for work (specify government entities the funds come from - e.g., local or state government)
*Current financial health (including both strengths and challenges)
*Total expenses last fiscal year
*Any recent changes to organization's finanical circumstances
*The amount requested in the application
*Number of months of cash reserves currently available
*The amount of current short-term assets
*The amount of current liabilities
*The number of years being applied for",,,,,,
14446,,,"Describe your financial health (Tell us how you rate the condition of your finances,
including strengths and challenges","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,102,,0.44,,,,,,,
14447,,,Describe your financial management structure,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,103,,0.44,,,,,,,
14448,,,"Describe your financial management structure (tell us about the people and
processes you have in place that help you be a good steward of resources","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,103,,0.44,,,,,,,
14432,,,"WHAT WERE YOUR TOTAL
EXPENSES IN YOUR LAST FISCAL YEAR","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,91,,0.44,,,,,,,
14431,,,Are there any major recent changes to your financial circumstances,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,91,,0.44,,,,,,,
14472,,,How many months does your organization have in its operating reserve,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,122,,0.44,,,,,,,
14473,,,How many months of cash reserves do you have on hand,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,122,,0.44,,,,,,,
14475,,,What is the amount of your current short-term assets,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,123,,0.44,,,,,,,
14476,,,Please tell us how much you are applying for,Requested grant funding,Requested Grant Funding Related,,124,,0.44,,,,,,,
14477,,,Please tell us the total amount you are applying for,Requested grant funding,Requested Grant Funding Related,,124,,0.44,,,,,,,
14478,,,How much are you applying for? (£),Requested grant funding,Requested Grant Funding Related,,124,,0.44,,,,,,,
14474,,,What is the amount of your current liabilities,Requested grant funding,Requested Grant Funding Related,,123,,0.44,,,,,,,
14479,,,How many years are you applying for,Requested grant funding,Requested Grant Funding Related,,125,,0.44,,,,,,,
14480,Your grant request Total amount requested,,Over how many years?,Requested grant funding,Requested Grant Funding Related,,125,,0.44,,,,,,,
14783,THIS SAMPLE FORM IS PROVIDED TO HELP YOU PREPARE TO APPLY FOR THE <REDACTED> FORM. YOU _MUST_ USE OUR ONLINE PORTAL TO APPLY FOR A GRANT. WE WILL NOT CONSIDER APPLICATION FORMS SENT BY POST OR EMAIL.,,Your organisation's finances,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,287,,0.44,,,,,,,
14516,,,"DO YOU RECEIVE FEDERAL, STATE, CITY OF <REDACTED>, OR OTHER LOCAL AGENCY
FUNDS (INCLUDING CONTRACTS, GRANTS, AND REIMBURSEMENTS) FOR THIS WORK","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,152,,0.44,,,,,,,
14515,"DO YOU RECEIVE FEDERAL, STATE, CITY OF DENVER, OR OTHER LOCAL AGENCY FUNDS (INCLUDING CONTRACTS, GRANTS, AND REIMBURSEMENTS) FOR THIS WORK?",,"IF YES, FROM WHICH GOVERNMENT ENTITIES DO YOU RECEIVE FUNDS FOR THIS WORK? 

Select one or more:

  <REDACTED>

  Other local

  State

  Federal","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,152,,0.44,,,,,,,
14583,,,DESCRIBE THE FINANCIAL HEALTH OF YOUR ORGANIZATION,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,183,,0.44,&&&,,,,,,
14481,,,Approximately how many hours did it take you to complete this grant application,Time spent filling out the form,Time spent filling out the form,,126,,0.44,Tell us how many hours it took to complete the application for this grant.,,,,,,
14482,Hours Required,_Please include the time it took to prepare any documents you needed for this specific application._,"Approximately how many hours did it take you to complete this grant
application?",Time spent filling out the form,Time spent filling out the form,,126,,0.44,,,,,,,
14495,,,"What percentage of people does your organization serve who live in a  rural community? (Rural defined as outside of the following cities:<REDACTED>, <REDACTED>, <REDACTED>, and <REDACTED>) Please enter percentage to the closest 5%",Partnership and Community,Collaborative Partnerships and Community Support,,137,,0.44,"Provide the following information about beneficiaries and populations served:
*Description of community served (population demographics, numbers served, and geographic reach)
*Main beneficiaries and issues faced by them
*Percentage of people served who live in a rural community

",,,,,,
14496,,,What percentage of people does your organization serve who live in a rural community,Partnership and Community,Collaborative Partnerships and Community Support,,137,,0.44,,,,,,,
14498,,,"Describe the community you serve. Include population demographics, numbers served, and geographic reach",Partnership and Community,Collaborative Partnerships and Community Support,,139,,0.44,,,,,,,
14499,Community Involvement,,Briefly describe how the population you serve is involved in the work of your organization.,Partnership and Community,Collaborative Partnerships and Community Support,,139,,0.44,,,,,,,
